Arrival Rate;T1 Queue;T1 Queue ConfInt;T1 Service;T1 Service ConfInt;T1 System;T1 System ConfInt;T1 Waiting;T1 Waiting ConfInt;T1 Throughput;T1 Throughput ConfInt;T1 RespTime;T1 RespTime ConfInt;T1 Stability Check;T32 Queue;T32 Queue ConfInt;T32 Service;T32 Service ConfInt;T32 System;T32 System ConfInt;T32 Waiting;T32 Waiting ConfInt;T32 Throughput;T32 Throughput ConfInt;T32 RespTime;T32 RespTime ConfInt;T32 Stability Check;Wasted Servers;Wasted Servers ConfInt;Utilisation;Utilisation ConfInt;Queue Total;Queue Total ConfInt;WaitTime Total;WaitTime Total ConfInt;RespTime Total;RespTime Total ConfInt;FIFO Violations;FIFO Violations ConfInt;Exe. Time;Exe. Time ConfInt;Big Sequence Lenght;Big Sequence Lenght ConfInt;Big Sequence Amount;Big Sequence Amount ConfInt;Max Big Sequence Length;Max Big Sequence Length ConfInt;Small Sequence Lenght;Small Sequence Lenght ConfInt;Small Sequence Amount;Small Sequence Amount ConfInt;Max Small Sequence Length;Max Small Sequence Length ConfInt;Nstar Big;Nstar Big ConfInt;Nstar Small;Nstar Small ConfInt;Idle Counter;Idle Counter ConfInt;Idle Prob;Idle Prob ConfInt;
1.73283;11.1079;[11.0544, 11.1614];1.03953;[1.03929, 1.03977];12.1474;[12.0937, 12.2011];10.6884;[10.6372, 10.7397];1.03924;[1.03913, 1.03934];11.6887;[11.6374, 11.74];0;9.00916;[8.97036, 9.04795];0.692057;[0.691826, 0.692288];9.70121;[9.66219, 9.74024];13.0083;[12.9538, 13.0629];0.692544;[0.692387, 0.692702];14.0076;[13.9529, 14.0623];0;8.81464;[8.80726, 8.82202];0.724543;[0.724312, 0.724773];20.1171;[20.0249, 20.2093];11.6162;[11.5635, 11.6688];12.6161;[12.5634, 12.6687];2.01937e+06;[1.8911e+06, 2.14764e+06];5.75;[5.5947, 5.9053];7.48363;[7.47589, 7.49137];26720.2;[26694.8, 26745.7];26.05;[25.8777, 26.2223];10.712;[10.7021, 10.7218];28012.3;[27985.6, 28039];41.4;[41.0857, 41.7143];8.52455;[8.48952, 8.55958];13.5532;[13.5042, 13.6022];6602.7;[6575.81, 6629.59];0.0132006;[0.0131378, 0.0132634];
1.75166;13.2894;[13.2099, 13.3689];1.05111;[1.05085, 1.05137];14.3405;[14.2608, 14.4203];12.6407;[12.5652, 12.7161];1.05132;[1.05114, 1.05149];13.6405;[13.5649, 13.716];0;10.5189;[10.4634, 10.5743];0.700389;[0.700133, 0.700645];11.2192;[11.1635, 11.275];15.0232;[14.9459, 15.1005];0.700138;[0.699976, 0.7003];16.0236;[15.9462, 16.101];0;8.53644;[8.52818, 8.5447];0.733236;[0.732978, 0.733494];23.8083;[23.6733, 23.9432];13.5931;[13.5169, 13.6693];14.5931;[14.5168, 14.6694];2.03847e+06;[1.90891e+06, 2.16802e+06];5.8;[5.64578, 5.95422];7.78087;[7.77171, 7.79002];25690;[25662.6, 25717.4];25.85;[25.6681, 26.0319];11.2204;[11.2073, 11.2336];26751;[26718.1, 26783.8];42.45;[41.9952, 42.9048];9.98645;[9.9361, 10.0368];15.8485;[15.7728, 15.9242];5501.15;[5473.05, 5529.25];0.0109925;[0.0109394, 0.0110457];
1.7705;15.4034;[15.2709, 15.5359];1.06213;[1.06182, 1.06244];16.4655;[16.3327, 16.5983];14.4984;[14.3744, 14.6224];1.06238;[1.06215, 1.0626];15.4982;[15.3741, 15.6222];0;11.9819;[11.8892, 12.0747];0.707706;[0.707359, 0.708054];12.6896;[12.5965, 12.7827];16.9255;[16.799, 17.052];0.707815;[0.707591, 0.708038];17.9254;[17.7987, 18.052];0;8.29127;[8.28009, 8.30245];0.740898;[0.740548, 0.741247];27.3853;[27.1601, 27.6105];15.4689;[15.3438, 15.594];16.4687;[16.3435, 16.5939];2.06121e+06;[1.93028e+06, 2.19213e+06];5.75;[5.55027, 5.94973];8.06512;[8.05376, 8.07647];24792.2;[24760.8, 24823.6];25.35;[25.1819, 25.5181];11.6912;[11.6743, 11.7081];25671;[25632.1, 25710];42.35;[42.019, 42.681];11.4654;[11.3773, 11.5534];18.1782;[18.0464, 18.3101];4551.6;[4518.02, 4585.18];0.00910301;[0.00903116, 0.00917486];
1.78933;19.2534;[19.05, 19.4568];1.07293;[1.0726, 1.07326];20.3264;[20.1226, 20.5301];17.9362;[17.7469, 18.1255];1.07342;[1.07321, 1.07363];18.9357;[18.7464, 19.1251];0;14.6346;[14.4928, 14.7765];0.715698;[0.715425, 0.715971];15.3503;[15.2082, 15.4924];20.45;[20.2543, 20.6457];0.715562;[0.7154, 0.715723];21.4502;[21.2543, 21.646];0;8.02473;[8.01595, 8.03351];0.749227;[0.748953, 0.749502];33.8881;[33.5429, 34.2332];18.9417;[18.7498, 19.1336];19.9415;[19.7495, 20.1335];2.08074e+06;[1.94865e+06, 2.21283e+06];5.85;[5.67144, 6.02856];8.38448;[8.37396, 8.39499];23855.2;[23827.1, 23883.2];25.8;[25.617, 25.983];12.2158;[12.2005, 12.231];24562;[24529.9, 24594.2];43.65;[43.3518, 43.9482];14.0823;[13.9507, 14.214];22.1638;[21.9723, 22.3553];3652.45;[3625.09, 3679.81];0.00730146;[0.00724785, 0.00735507];
1.80817;24.217;[24.0409, 24.393];1.08507;[1.08475, 1.08539];25.3021;[25.1257, 25.4784];22.3165;[22.1559, 22.4771];1.08512;[1.08494, 1.08531];23.3164;[23.1558, 23.477];0;17.9726;[17.8541, 18.0911];0.722518;[0.722388, 0.722648];18.6951;[18.5765, 18.8137];24.8793;[24.7156, 25.0431];0.722388;[0.72227, 0.722505];25.8795;[25.7157, 26.0433];0;7.79436;[7.79021, 7.79852];0.756426;[0.756296, 0.756556];42.1896;[41.8951, 42.4841];23.3407;[23.1789, 23.5025];24.3408;[24.1789, 24.5026];2.09931e+06;[1.96602e+06, 2.2326e+06];5.4;[5.22444, 5.57556];8.67176;[8.66704, 8.67647];23044;[23031.1, 23057];26.15;[25.9262, 26.3738];12.7241;[12.7159, 12.7324];23590.9;[23576.2, 23605.6];41.95;[41.6168, 42.2832];17.4094;[17.3008, 17.5181];27.3107;[27.1503, 27.471];2824.2;[2809.3, 2839.1];0.00563782;[0.00560858, 0.00566705];
1.827;33.7783;[33.3163, 34.2402];1.0972;[1.09695, 1.09745];34.8755;[34.4132, 35.3377];30.8121;[30.3897, 31.2345];1.09631;[1.09612, 1.0965];31.8129;[31.3905, 32.2353];0;24.4456;[24.1318, 24.7595];0.731244;[0.73094, 0.731547];25.1769;[24.8628, 25.491];33.4388;[33.0144, 33.8632];0.730947;[0.730776, 0.731117];34.4392;[34.0146, 34.8637];0;7.50301;[7.49331, 7.5127];0.765531;[0.765228, 0.765834];58.2239;[57.4482, 58.9996];31.8628;[31.4395, 32.2861];32.8635;[32.4401, 33.2868];2.11876e+06;[1.98421e+06, 2.25331e+06];5.8;[5.65386, 5.94614];9.04098;[9.02907, 9.05289];22125.6;[22099.1, 22152.1];26.5;[26.2867, 26.7133];13.3387;[13.3211, 13.3564];22493;[22461.5, 22524.6];44.65;[44.1157, 45.1843];23.9141;[23.6076, 24.2206];37.1894;[36.7337, 37.645];1911.7;[1884.67, 1938.73];0.00385214;[0.003796, 0.00390828];
1.84584;54.2825;[52.9647, 55.6003];1.10949;[1.10918, 1.10981];55.392;[54.0738, 56.7101];48.9658;[47.7793, 50.1522];1.1085;[1.10827, 1.10872];49.9667;[48.7802, 51.1532];0;38.1398;[37.2532, 39.0265];0.738353;[0.738161, 0.738545];38.8782;[37.9913, 39.765];51.6718;[50.4775, 52.8661];0.737908;[0.737736, 0.738079];52.6724;[51.4781, 53.8667];0;7.2632;[7.25693, 7.26948];0.773025;[0.772829, 0.773221];92.4223;[90.2179, 94.6267];50.0472;[48.8576, 51.2369];51.048;[49.8584, 52.2377];2.13431e+06;[1.99874e+06, 2.26988e+06];6.05;[5.84546, 6.25454];9.33929;[9.33106, 9.34752];21396.8;[21379.3, 21414.3];26.3;[26.1739, 26.4261];13.874;[13.86, 13.888];21637.3;[21614.8, 21659.9];42.6;[42.2935, 42.9065];37.496;[36.6446, 38.3473];57.7192;[56.4552, 58.9832];1248.2;[1229.15, 1267.25];0.00251618;[0.00247843, 0.00255394];
1.86467;128.944;[121.188, 136.7];1.11879;[1.11858, 1.119];130.062;[122.306, 137.819];115.28;[108.334, 122.226];1.11887;[1.11868, 1.11907];116.28;[109.334, 123.226];0;88.0121;[82.8201, 93.2042];0.747265;[0.747009, 0.74752];88.7594;[83.5671, 93.9517];117.927;[110.991, 124.863];0.745951;[0.745797, 0.746105];118.928;[111.992, 125.865];0;6.96874;[6.96058, 6.9769];0.782227;[0.781972, 0.782482];216.956;[204.008, 229.904];116.339;[109.397, 123.281];117.34;[110.397, 124.282];2.15322e+06;[2.01644e+06, 2.29e+06];5.7;[5.53998, 5.86002];9.70731;[9.69769, 9.71693];20604.4;[20586.3, 20622.5];26.3;[26.1057, 26.4943];14.4917;[14.4777, 14.5057];20702.3;[20680.4, 20724.2];44;[43.582, 44.418];87.5611;[82.4, 92.7221];132.981;[125.27, 140.691];530.05;[512.192, 547.908];0.00105486;[0.00101693, 0.00109279];
1.86655;113.667;[110.759, 116.576];1.11904;[1.11868, 1.11941];114.787;[111.878, 117.695];101.493;[98.8936, 104.092];1.11999;[1.11975, 1.12024];102.492;[99.8927, 105.092];0;77.7799;[75.8281, 79.7317];0.746025;[0.745844, 0.746207];78.5259;[76.5739, 80.4779];104.271;[101.654, 106.889];0.745924;[0.745783, 0.746065];105.271;[102.654, 107.889];0;7.00815;[7.00248, 7.01383];0.780995;[0.780818, 0.781172];191.447;[186.587, 196.307];102.604;[99.9971, 105.21];103.603;[100.997, 106.21];2.1508e+06;[2.01423e+06, 2.28738e+06];5.9;[5.7333, 6.0667];9.65939;[9.6529, 9.66587];20693.3;[20681.7, 20704.9];26.05;[25.8203, 26.2797];14.4238;[14.4153, 14.4322];20807.6;[20794.5, 20820.7];43.95;[43.7203, 44.1797];76.9876;[75.0851, 78.8901];117.074;[114.253, 119.896];603.1;[591.333, 614.867];0.00121676;[0.00119393, 0.00123959];
1.86844;115.95;[111.849, 120.051];1.12103;[1.12079, 1.12127];117.071;[112.97, 121.173];103.446;[99.7949, 107.098];1.12071;[1.12053, 1.12089];104.447;[100.795, 108.098];0;79.2746;[76.5265, 82.0226];0.74688;[0.746602, 0.747157];80.0215;[77.2731, 82.7698];106.1;[102.437, 109.763];0.746832;[0.746624, 0.74704];107.1;[103.437, 110.764];0;6.97882;[6.96989, 6.98776];0.781912;[0.781633, 0.782191];195.225;[188.375, 202.074];104.508;[100.852, 108.164];105.508;[101.852, 109.164];2.15319e+06;[2.01644e+06, 2.28994e+06];5.9;[5.74074, 6.05926];9.71344;[9.70301, 9.72387];20586;[20565.9, 20606.1];26.1;[25.916, 26.284];14.5057;[14.4899, 14.5215];20686.7;[20662.8, 20710.6];45;[44.5834, 45.4166];78.9296;[76.2048, 81.6545];120.149;[116.086, 124.212];516.1;[497.072, 535.128];0.00104211;[0.00100201, 0.00108221];
1.87032;139.737;[134.215, 145.26];1.12204;[1.12169, 1.12239];140.859;[135.337, 146.382];124.492;[119.577, 129.407];1.12228;[1.12208, 1.12249];125.492;[120.577, 130.407];0;95.1312;[91.4378, 98.8247];0.748286;[0.747979, 0.748593];95.8795;[92.1857, 99.5733];127.168;[122.255, 132.081];0.747646;[0.747435, 0.747856];128.169;[123.256, 133.082];0;6.93281;[6.92298, 6.94264];0.78335;[0.783043, 0.783657];234.869;[225.653, 244.085];125.562;[120.648, 130.476];126.562;[121.648, 131.476];2.15565e+06;[2.01866e+06, 2.29263e+06];5.9;[5.68839, 6.11161];9.76448;[9.75235, 9.7766];20475.3;[20452.4, 20498.2];27;[26.7257, 27.2743];14.5984;[14.5797, 14.617];20558.5;[20530.5, 20586.5];43.45;[43.2577, 43.6423];94.906;[91.2127, 98.5993];144.199;[138.662, 149.737];430.95;[408.414, 453.486];0.000871912;[0.000825849, 0.000917975];
1.87221;165.983;[158.049, 173.917];1.12412;[1.12384, 1.12441];167.107;[159.173, 175.041];147.621;[140.568, 154.673];1.12424;[1.12402, 1.12445];148.62;[141.568, 155.673];0;112.511;[107.22, 117.802];0.748766;[0.7485, 0.749032];113.26;[107.969, 118.551];150.237;[143.192, 157.281];0.748517;[0.748333, 0.748701];151.237;[144.193, 158.282];0;6.91535;[6.90687, 6.92383];0.783895;[0.78363, 0.78416];278.494;[265.269, 291.719];148.666;[141.617, 155.716];149.666;[142.617, 156.716];2.15828e+06;[2.02117e+06, 2.29538e+06];5.8;[5.59509, 6.00491];9.80214;[9.79205, 9.81223];20388.8;[20369.9, 20407.8];26.5;[26.3311, 26.6689];14.6744;[14.66, 14.6888];20455.7;[20433.8, 20477.6];44.7;[44.3151, 45.0849];112.344;[107.061, 117.626];170.568;[162.642, 178.493];345.45;[328.501, 362.399];0.000682301;[0.000648385, 0.000716217];
1.87409;169.688;[163.756, 175.62];1.12498;[1.12457, 1.12538];170.813;[164.88, 176.746];150.899;[145.626, 156.172];1.12452;[1.12428, 1.12476];151.899;[146.627, 157.172];0;115.139;[111.172, 119.106];0.749154;[0.748993, 0.749315];115.888;[111.921, 119.855];153.597;[148.324, 158.871];0.749378;[0.749237, 0.74952];154.597;[149.324, 159.871];0;6.9021;[6.89705, 6.90715];0.784309;[0.784152, 0.784467];284.827;[274.928, 294.726];151.978;[146.705, 157.251];152.978;[147.705, 158.251];2.15803e+06;[2.02096e+06, 2.2951e+06];5.9;[5.67996, 6.12004];9.81671;[9.8102, 9.82323];20368.2;[20355.6, 20380.8];25.9;[25.7127, 26.0873];14.6887;[14.678, 14.6994];20427;[20411.6, 20442.4];45.5;[44.9443, 46.0557];114.989;[111.03, 118.947];174.34;[168.416, 180.264];320.4;[307.344, 333.456];0.000639997;[0.000613116, 0.000666877];
1.87597;265.526;[241.131, 289.921];1.1255;[1.1251, 1.12591];266.651;[242.256, 291.047];235.865;[214.217, 257.512];1.12541;[1.12513, 1.12568];236.865;[215.217, 258.513];0;178.959;[162.676, 195.243];0.749739;[0.749459, 0.750019];179.709;[163.425, 195.993];238.358;[216.726, 259.99];0.749868;[0.74966, 0.750076];239.358;[217.726, 260.99];0;6.88285;[6.87391, 6.8918];0.784911;[0.784631, 0.78519];444.485;[403.807, 485.163];236.862;[215.22, 258.503];237.862;[216.22, 259.503];2.15909e+06;[2.02192e+06, 2.29627e+06];5.55;[5.38857, 5.71143];9.84403;[9.83302, 9.85504];20311.2;[20290.8, 20331.6];26;[25.8258, 26.1742];14.7326;[14.716, 14.7492];20368.8;[20344.6, 20393];44.75;[44.3702, 45.1298];179.122;[162.787, 195.457];270.688;[246.191, 295.185];276.65;[257.533, 295.767];0.000551788;[0.000514359, 0.000589218];
1.87786;332.126;[305.825, 358.427];1.12583;[1.12539, 1.12626];333.251;[306.95, 359.553];295.211;[271.712, 318.711];1.12608;[1.12577, 1.1264];296.211;[272.711, 319.711];0;223.907;[206.195, 241.619];0.751365;[0.751142, 0.751587];224.658;[206.946, 242.37];297.834;[274.342, 321.327];0.75098;[0.750776, 0.751184];298.835;[275.343, 322.327];0;6.8305;[6.82347, 6.83754];0.786547;[0.786327, 0.786766];556.032;[512.019, 600.045];296.261;[272.764, 319.758];297.261;[273.764, 320.758];2.16058e+06;[2.02326e+06, 2.29789e+06];5.8;[5.6381, 5.9619];9.89367;[9.88408, 9.90326];20219.2;[20202.1, 20236.2];26.4;[26.2111, 26.5889];14.8098;[14.7963, 14.8233];20254.3;[20234.6, 20274.1];44.8;[44.5311, 45.0689];224.063;[206.311, 241.815];337.367;[310.991, 363.743];180.15;[164.492, 195.808];0.000341335;[0.000309872, 0.000372798];
1.87974;668.48;[622.11, 714.85];1.12731;[1.12694, 1.12769];669.607;[623.237, 715.978];592.947;[551.834, 634.061];1.12731;[1.12702, 1.12759];593.947;[552.834, 635.061];0;448.366;[417.376, 479.357];0.752276;[0.752064, 0.752487];449.119;[418.128, 480.11];595.623;[554.548, 636.698];0.752085;[0.751899, 0.75227];596.623;[555.548, 637.698];0;6.79987;[6.79317, 6.80656];0.787504;[0.787295, 0.787713];1116.85;[1039.49, 1194.21];594.018;[552.92, 635.116];595.018;[553.92, 636.116];2.16338e+06;[2.02587e+06, 2.3009e+06];5.65;[5.48194, 5.81806];9.94708;[9.93978, 9.95437];20114.2;[20100.9, 20127.4];26.7;[26.5362, 26.8638];14.8966;[14.8855, 14.9077];20132.4;[20117.5, 20147.3];44.15;[43.819, 44.481];448.704;[417.646, 479.761];674.092;[627.597, 720.587];92.3;[81.0552, 103.545];0.00018415;[0.000161651, 0.000206648];
