Arrival Rate;T1 Queue;T1 Queue ConfInt;T1 Service;T1 Service ConfInt;T1 System;T1 System ConfInt;T1 Waiting;T1 Waiting ConfInt;T1 Throughput;T1 Throughput ConfInt;T1 RespTime;T1 RespTime ConfInt;T1 Stability Check;T32 Queue;T32 Queue ConfInt;T32 Service;T32 Service ConfInt;T32 System;T32 System ConfInt;T32 Waiting;T32 Waiting ConfInt;T32 Throughput;T32 Throughput ConfInt;T32 RespTime;T32 RespTime ConfInt;T32 Stability Check;Wasted Servers;Wasted Servers ConfInt;Utilisation;Utilisation ConfInt;Queue Total;Queue Total ConfInt;WaitTime Total;WaitTime Total ConfInt;RespTime Total;RespTime Total ConfInt;FIFO Violations;FIFO Violations ConfInt;Exe. Time;Exe. Time ConfInt;Big Sequence Lenght;Big Sequence Lenght ConfInt;Big Sequence Amount;Big Sequence Amount ConfInt;Max Big Sequence Length;Max Big Sequence Length ConfInt;Small Sequence Lenght;Small Sequence Lenght ConfInt;Small Sequence Amount;Small Sequence Amount ConfInt;Max Small Sequence Length;Max Small Sequence Length ConfInt;Nstar Big;Nstar Big ConfInt;Nstar Small;Nstar Small ConfInt;Idle Counter;Idle Counter ConfInt;Idle Prob;Idle Prob ConfInt;
1.20024;7.86072;[7.82759, 7.89385];0.720188;[0.719969, 0.720407];8.58091;[8.54756, 8.61426];10.917;[10.8714, 10.9625];0.720036;[0.719879, 0.720193];11.9172;[11.8715, 11.9628];0;5.62544;[5.60275, 5.64814];0.479713;[0.479567, 0.47986];6.10515;[6.08231, 6.128];11.7197;[11.6735, 11.7659];0.479986;[0.479867, 0.480105];12.7191;[12.6728, 12.7654];0;15.929;[15.9243, 15.9337];0.502219;[0.502072, 0.502366];13.4862;[13.4304, 13.5419];11.238;[11.1923, 11.2838];12.2379;[12.1921, 12.2838];0;[0, 0];5.2;[5.0011, 5.3989];1.61163;[1.61124, 1.61201];124092;[124069, 124116];13.5;[13.3819, 13.6181];2.29788;[2.29721, 2.29856];130560;[130522, 130597];22;[21.7716, 22.2284];6.37258;[6.3494, 6.39576];8.90373;[8.8705, 8.93696];27924.2;[27837.2, 28011.3];0.0559328;[0.0557814, 0.0560842];
1.21328;9.38923;[9.34188, 9.43657];0.727956;[0.727762, 0.72815];10.1172;[10.0696, 10.1647];12.8972;[12.833, 12.9613];0.727989;[0.727855, 0.728122];13.8971;[13.8329, 13.9614];0;6.6533;[6.62067, 6.68593];0.484926;[0.484814, 0.485038];7.13822;[7.10548, 7.17097];13.7225;[13.6552, 13.7899];0.484846;[0.484752, 0.484941];14.7227;[14.6552, 14.7901];0;15.7544;[15.7508, 15.758];0.507675;[0.507562, 0.507787];16.0425;[15.9626, 16.1224];13.2271;[13.1617, 13.2925];14.2271;[14.1617, 14.2926];0;[0, 0];4.95;[4.82213, 5.07787];1.6177;[1.61745, 1.61795];123559;[123538, 123580];13.95;[13.827, 14.073];2.32281;[2.32224, 2.32338];129205;[129180, 129230];23.7;[23.4211, 23.9789];7.3992;[7.36658, 7.43183];10.4326;[10.3863, 10.479];24349.2;[24281.9, 24416.5];0.0487953;[0.0486684, 0.0489223];
1.22633;11.1676;[11.1024, 11.2329];0.735055;[0.734867, 0.735244];11.9027;[11.8373, 11.9681];15.1811;[15.0917, 15.2705];0.735646;[0.735502, 0.735789];16.1803;[16.0909, 16.2697];0;7.85251;[7.80623, 7.8988];0.490301;[0.490187, 0.490416];8.34282;[8.29641, 8.38922];16.0192;[15.926, 16.1124];0.490177;[0.490085, 0.490269];17.0194;[16.9262, 17.1127];0;15.5753;[15.5717, 15.5789];0.513272;[0.51316, 0.513384];19.0202;[18.9087, 19.1316];15.5163;[15.4253, 15.6072];16.5159;[16.4249, 16.6068];0;[0, 0];5.2;[5.05807, 5.34193];1.6247;[1.62438, 1.62502];123062;[123042, 123081];13.65;[13.5011, 13.7989];2.34589;[2.34535, 2.34643];127910;[127887, 127933];22.85;[22.6552, 23.0448];8.59254;[8.54528, 8.63979];12.2124;[12.1478, 12.277];20884.5;[20833.6, 20935.3];0.0418055;[0.0417011, 0.0419098];
1.23937;13.67;[13.6038, 13.7363];0.74356;[0.743339, 0.743781];14.4136;[14.3471, 14.48];18.378;[18.2891, 18.4669];0.743823;[0.743641, 0.744006];19.3776;[19.2887, 19.4666];0;9.53251;[9.48761, 9.57741];0.49554;[0.495416, 0.495663];10.0281;[9.98302, 10.0731];19.2432;[19.1543, 19.3322];0.495354;[0.495251, 0.495457];20.2436;[20.1546, 20.3326];0;15.3992;[15.3952, 15.4031];0.518776;[0.518652, 0.5189];23.2025;[23.0915, 23.3136];18.7239;[18.635, 18.8128];19.7238;[19.6349, 19.8128];0;[0, 0];4.5;[4.38187, 4.61813];1.63155;[1.63118, 1.63192];122504;[122482, 122527];13.7;[13.5739, 13.8261];2.37163;[2.37093, 2.37232];126550;[126517, 126582];22.05;[21.927, 22.173];10.2717;[10.2266, 10.3169];14.7256;[14.6595, 14.7918];17146.6;[17089.4, 17203.8];0.0343707;[0.0342628, 0.0344786];
1.25242;17.7594;[17.635, 17.8838];0.751239;[0.751027, 0.75145];18.5107;[18.3861, 18.6353];23.647;[23.4815, 23.8126];0.751019;[0.750923, 0.751115];24.6473;[24.4817, 24.8129];0;12.2808;[12.1958, 12.3658];0.500771;[0.500634, 0.500909];12.7816;[12.6965, 12.8667];24.5186;[24.3509, 24.6864];0.500855;[0.500779, 0.500931];25.5185;[25.3506, 25.6864];0;15.2241;[15.2197, 15.2285];0.524248;[0.52411, 0.524385];30.0403;[29.8309, 30.2496];23.9958;[23.8293, 24.1622];24.9959;[24.8294, 25.1624];0;[0, 0];5.15;[5.01838, 5.28162];1.6396;[1.63924, 1.63996];122007;[121990, 122024];13.8;[13.6715, 13.9285];2.39543;[2.39491, 2.39594];125221;[125190, 125252];22.8;[22.6073, 22.9927];13.0099;[12.9245, 13.0953];18.8067;[18.6827, 18.9308];13656.4;[13580, 13732.7];0.0273804;[0.0272311, 0.0275296];
1.26547;23.6134;[23.3552, 23.8717];0.758951;[0.758759, 0.759143];24.3724;[24.114, 24.6308];31.1021;[30.7627, 31.4415];0.759211;[0.759083, 0.75934];32.1017;[31.7623, 32.4412];0;16.1731;[15.9977, 16.3484];0.505784;[0.505653, 0.505916];16.6788;[16.5034, 16.8543];31.9693;[31.6251, 32.3135];0.50586;[0.505761, 0.505959];32.9692;[32.6249, 33.3135];0;15.056;[15.0517, 15.0602];0.529501;[0.52937, 0.529633];39.7865;[39.3529, 40.22];31.4488;[31.1075, 31.7901];32.4486;[32.1072, 32.79];0;[0, 0];5;[4.86966, 5.13034];1.6448;[1.64448, 1.64512];121555;[121539, 121570];14.05;[13.8812, 14.2188];2.42072;[2.42013, 2.42131];123957;[123931, 123983];23.15;[22.9431, 23.3569];16.8921;[16.7162, 17.068];24.6707;[24.4147, 24.9267];10271.5;[10206.3, 10336.7];0.0206029;[0.0204761, 0.0207298];
1.27851;37.0359;[36.5472, 37.5247];0.767259;[0.767013, 0.767504];37.8032;[37.3142, 38.2922];48.2785;[47.643, 48.9139];0.7671;[0.766938, 0.767263];49.2787;[48.6432, 49.9141];0;25.1113;[24.7848, 25.4379];0.511151;[0.51099, 0.511312];25.6225;[25.2958, 25.9492];49.1383;[48.5024, 49.7742];0.511003;[0.510925, 0.511081];50.1386;[49.5026, 50.7746];0;14.8759;[14.8708, 14.881];0.535128;[0.534968, 0.535288];62.1473;[61.3321, 62.9624];48.6222;[47.9866, 49.2578];49.6225;[48.9868, 50.2581];0;[0, 0];5.15;[5.00108, 5.29892];1.65204;[1.65171, 1.65237];121005;[120983, 121028];13.7;[13.5478, 13.8522];2.44757;[2.44683, 2.44832];122608;[122576, 122639];23.45;[23.2455, 23.6545];25.826;[25.5002, 26.1519];38.083;[37.5989, 38.567];6811.95;[6748.99, 6874.91];0.0135988;[0.0134728, 0.0137249];
1.29156;72.2396;[70.3492, 74.13];0.774595;[0.774345, 0.774846];73.0142;[71.1235, 74.9048];93.2975;[90.8645, 95.7304];0.774174;[0.774036, 0.774311];94.298;[91.8649, 96.7311];0;48.6437;[47.383, 49.9045];0.51689;[0.516737, 0.517044];49.1606;[47.8997, 50.4215];94.0955;[91.6677, 96.5233];0.516866;[0.516766, 0.516966];95.0955;[92.6677, 97.5233];0;14.6849;[14.6801, 14.6897];0.541097;[0.540946, 0.541247];120.883;[117.732, 124.034];93.6169;[91.1861, 96.0478];94.6173;[92.1863, 97.0482];0;[0, 0];5.15;[5.00108, 5.29892];1.6609;[1.66054, 1.66126];120521;[120505, 120536];14.6;[14.4279, 14.7721];2.47219;[2.47166, 2.47272];121278;[121254, 121303];24.1;[23.8515, 24.3485];49.3335;[48.0732, 50.5938];73.331;[71.4461, 75.2159];3264.3;[3201.96, 3326.64];0.00651878;[0.00639632, 0.00664123];
1.29286;85.9286;[82.5414, 89.3159];0.775677;[0.775472, 0.775882];86.7043;[83.3168, 90.0917];110.762;[106.395, 115.13];0.775722;[0.775556, 0.775888];111.762;[107.395, 116.129];0;57.6989;[55.441, 59.9568];0.516608;[0.516427, 0.516789];58.2155;[55.9575, 60.4735];111.608;[107.26, 115.957];0.516768;[0.516648, 0.516887];112.608;[108.259, 116.957];0;14.6929;[14.6871, 14.6986];0.540848;[0.540668, 0.541028];143.628;[137.982, 149.273];111.101;[106.741, 115.46];112.1;[107.741, 116.46];0;[0, 0];4.95;[4.80027, 5.09973];1.6597;[1.65942, 1.65997];120448;[120426, 120469];13.95;[13.7886, 14.1114];2.47623;[2.47546, 2.477];121185;[121154, 121215];23.75;[23.4673, 24.0327];58.4084;[56.1469, 60.67];87.0019;[83.6179, 90.386];3142.25;[3063.82, 3220.68];0.00630421;[0.00614609, 0.00646233];
1.29417;96.681;[93.8793, 99.4826];0.776371;[0.776237, 0.776505];97.4573;[94.6556, 100.259];124.526;[120.917, 128.135];0.77639;[0.776259, 0.776522];125.526;[121.917, 129.135];0;64.924;[63.0487, 66.7993];0.517756;[0.517569, 0.517942];65.4418;[63.5663, 67.3172];125.364;[121.763, 128.965];0.517648;[0.517514, 0.517782];126.364;[122.763, 129.965];0;14.6555;[14.6495, 14.6614];0.542017;[0.541832, 0.542202];161.605;[156.928, 166.282];124.861;[121.255, 128.467];125.861;[122.255, 129.467];0;[0, 0];4.95;[4.78122, 5.11878];1.66088;[1.66055, 1.66121];120423;[120410, 120436];13.95;[13.8044, 14.0956];2.47866;[2.47826, 2.47907];121026;[121004, 121048];23.9;[23.5867, 24.2133];65.6175;[63.7479, 67.4872];97.7718;[94.9823, 100.561];2628.25;[2553.97, 2702.53];0.00525552;[0.00510641, 0.00540463];
1.29547;109.156;[102.986, 115.325];0.777618;[0.777384, 0.777853];109.933;[103.764, 116.103];140.37;[132.434, 148.305];0.777678;[0.777529, 0.777826];141.37;[133.434, 149.305];0;73.1796;[69.0445, 77.3146];0.518483;[0.518277, 0.518688];73.698;[69.5628, 77.8333];141.175;[133.232, 149.117];0.51795;[0.517799, 0.518102];142.176;[134.233, 150.118];0;14.6309;[14.6244, 14.6375];0.542783;[0.542579, 0.542987];182.335;[172.031, 192.64];140.692;[132.753, 148.63];141.692;[133.754, 149.63];0;[0, 0];4.95;[4.82696, 5.07304];1.66129;[1.66083, 1.66174];120318;[120307, 120329];13.8;[13.6921, 13.9079];2.48339;[2.48287, 2.48391];120849;[120823, 120874];23.8;[23.5498, 24.0502];73.8879;[69.7548, 78.0209];110.31;[104.145, 116.474];2200.85;[2120.8, 2280.9];0.00440208;[0.00424105, 0.00456311];
1.29678;117.25;[110.836, 123.665];0.778132;[0.777881, 0.778382];118.029;[111.614, 124.443];150.795;[142.527, 159.062];0.777701;[0.777547, 0.777854];151.795;[143.528, 160.062];0;78.6331;[74.3306, 82.9356];0.517804;[0.517621, 0.517987];79.1509;[74.8483, 83.4536];151.642;[143.371, 159.913];0.518306;[0.518187, 0.518425];152.641;[144.37, 160.912];0;14.6521;[14.6463, 14.6579];0.542121;[0.54194, 0.542302];195.884;[185.167, 206.6];151.134;[142.865, 159.402];152.133;[143.865, 160.402];0;[0, 0];5.2;[5.02375, 5.37625];1.66157;[1.6611, 1.66203];120345;[120325, 120365];14.25;[14.0356, 14.4644];2.48184;[2.48112, 2.48255];120893;[120859, 120927];23.9;[23.6745, 24.1255];79.3644;[75.0626, 83.6662];118.38;[111.97, 124.789];2263.8;[2186.68, 2340.92];0.0045273;[0.00437346, 0.00468115];
1.29808;115.47;[112.026, 118.914];0.778729;[0.778493, 0.778965];116.249;[112.804, 119.693];148.204;[143.782, 152.627];0.779107;[0.778961, 0.779253];149.204;[144.781, 153.626];0;77.3594;[75.0723, 79.6464];0.51876;[0.518621, 0.518899];77.8781;[75.591, 80.1653];149.158;[144.753, 153.563];0.518592;[0.518506, 0.518677];150.158;[145.753, 154.564];0;14.621;[14.6165, 14.6254];0.543095;[0.542957, 0.543233];192.829;[187.098, 198.56];148.585;[144.17, 153.001];149.585;[145.169, 154.001];0;[0, 0];5.1;[4.9333, 5.2667];1.6618;[1.66149, 1.6621];120238;[120220, 120255];14.45;[14.2777, 14.6223];2.48692;[2.48631, 2.48752];120706;[120681, 120730];24.7;[24.4299, 24.9701];78.0715;[75.782, 80.3609];116.628;[113.186, 120.069];1973.55;[1905.81, 2041.29];0.00399475;[0.00385674, 0.00413276];
1.29939;145.74;[138.58, 152.9];0.779172;[0.77891, 0.779435];146.519;[139.359, 153.68];187.052;[177.841, 196.262];0.779408;[0.779232, 0.779584];188.052;[178.841, 197.262];0;97.5757;[92.772, 102.379];0.519388;[0.519169, 0.519608];98.0951;[93.2912, 102.899];187.719;[178.514, 196.924];0.519439;[0.519302, 0.519575];188.719;[179.514, 197.924];0;14.6004;[14.5935, 14.6073];0.543737;[0.543522, 0.543953];243.316;[231.352, 255.28];187.319;[178.11, 196.527];188.318;[179.11, 197.527];0;[0, 0];5.1;[4.97983, 5.22017];1.66364;[1.66317, 1.6641];120192;[120177, 120207];13.75;[13.6405, 13.8595];2.48863;[2.48802, 2.48925];120560;[120531, 120588];23.85;[23.5664, 24.1336];98.2471;[93.4448, 103.049];146.898;[139.737, 154.059];1617.75;[1537.3, 1698.2];0.00322476;[0.00306716, 0.00338235];
1.30069;244.719;[231.588, 257.851];0.780738;[0.780528, 0.780947];245.5;[232.368, 258.632];313.384;[296.583, 330.186];0.780587;[0.780429, 0.780746];314.384;[297.583, 331.186];0;163.481;[154.719, 172.244];0.520085;[0.51997, 0.5202];164.001;[155.239, 172.764];314.218;[297.412, 331.024];0.520003;[0.519899, 0.520106];315.218;[298.412, 332.025];0;14.5765;[14.5728, 14.5803];0.544483;[0.544366, 0.544601];408.2;[386.306, 430.095];313.718;[296.915, 330.521];314.718;[297.915, 331.521];0;[0, 0];5.15;[4.9431, 5.3569];1.66418;[1.66386, 1.66451];120118;[120101, 120135];13.8;[13.617, 13.983];2.49328;[2.49267, 2.49389];120352;[120326, 120378];25.3;[24.8981, 25.7019];164.11;[155.343, 172.878];245.804;[232.665, 258.943];1042.65;[968.73, 1116.57];0.00210057;[0.00195169, 0.00224945];
1.30199;290.909;[272.5, 309.318];0.780747;[0.78057, 0.780925];291.69;[273.28, 310.099];372.416;[348.881, 395.95];0.780909;[0.78077, 0.781048];373.415;[349.881, 396.95];0;194.243;[181.982, 206.505];0.521048;[0.520897, 0.521199];194.764;[182.503, 207.026];372.953;[349.447, 396.458];0.520578;[0.520484, 0.520672];373.954;[350.448, 397.459];0;14.5457;[14.5409, 14.5506];0.545447;[0.545295, 0.545598];485.152;[454.482, 515.823];372.63;[349.108, 396.153];373.631;[350.108, 397.153];0;[0, 0];5.05;[4.90027, 5.19973];1.66504;[1.66471, 1.66537];120112;[120092, 120132];13.3;[13.1788, 13.4212];2.49425;[2.49358, 2.49492];120278;[120247, 120309];25.2;[24.9379, 25.4621];194.957;[182.688, 207.226];292.193;[273.766, 310.621];712.6;[643.508, 781.692];0.00146733;[0.00132513, 0.00160953];
1.3033;440.935;[419.252, 462.619];0.781825;[0.781586, 0.782065];441.717;[420.034, 463.401];564.071;[536.319, 591.823];0.781684;[0.781505, 0.781863];565.071;[537.319, 592.823];0;294.202;[279.682, 308.723];0.521255;[0.521149, 0.52136];294.723;[280.203, 309.244];564.467;[536.69, 592.244];0.52096;[0.52084, 0.521081];565.468;[537.69, 593.245];0;14.538;[14.5347, 14.5413];0.545687;[0.545584, 0.545789];735.138;[698.934, 771.341];564.229;[536.467, 591.992];565.23;[537.467, 592.992];0;[0, 0];5.1;[4.99608, 5.20392];1.66545;[1.66507, 1.66584];120061;[120043, 120078];13.65;[13.5383, 13.7617];2.49727;[2.49669, 2.49784];120142;[120120, 120164];25.4;[25.1384, 25.6616];294.858;[280.337, 309.38];442.241;[420.545, 463.938];328.65;[277.327, 379.973];0.000656529;[0.000556347, 0.000756712];
