Arrival Rate;T1 Queue;T1 Queue ConfInt;T1 Service;T1 Service ConfInt;T1 System;T1 System ConfInt;T1 Waiting;T1 Waiting ConfInt;T1 Throughput;T1 Throughput ConfInt;T1 RespTime;T1 RespTime ConfInt;T1 Stability Check;T32 Queue;T32 Queue ConfInt;T32 Service;T32 Service ConfInt;T32 System;T32 System ConfInt;T32 Waiting;T32 Waiting ConfInt;T32 Throughput;T32 Throughput ConfInt;T32 RespTime;T32 RespTime ConfInt;T32 Stability Check;Wasted Servers;Wasted Servers ConfInt;Utilisation;Utilisation ConfInt;Queue Total;Queue Total ConfInt;WaitTime Total;WaitTime Total ConfInt;RespTime Total;RespTime Total ConfInt;FIFO Violations;FIFO Violations ConfInt;Exe. Time;Exe. Time ConfInt;Big Sequence Lenght;Big Sequence Lenght ConfInt;Big Sequence Amount;Big Sequence Amount ConfInt;Max Big Sequence Length;Max Big Sequence Length ConfInt;Small Sequence Lenght;Small Sequence Lenght ConfInt;Small Sequence Amount;Small Sequence Amount ConfInt;Max Small Sequence Length;Max Small Sequence Length ConfInt;Nstar Big;Nstar Big ConfInt;Nstar Small;Nstar Small ConfInt;Idle Counter;Idle Counter ConfInt;Idle Prob;Idle Prob ConfInt;
1.51782;9.35646;[9.32233, 9.39059];0.911235;[0.911019, 0.91145];10.2677;[10.2333, 10.302];10.2719;[10.2341, 10.3097];0.910892;[0.910692, 0.911091];11.2723;[11.2345, 11.31];0;7.23029;[7.20486, 7.25573];0.606727;[0.606514, 0.606941];7.83702;[7.81137, 7.86267];11.9192;[11.8787, 11.9597];0.606588;[0.606433, 0.606744];12.9195;[12.8789, 12.96];0;11.6735;[11.6667, 11.6803];0.635204;[0.634992, 0.635416];16.5868;[16.5273, 16.6463];10.9304;[10.8915, 10.9693];11.9307;[11.8918, 11.9696];1.58778e+06;[1.48685e+06, 1.68872e+06];5.25;[5.125, 5.375];4.12092;[4.11814, 4.1237];48501.7;[48473.6, 48529.8];19.7;[19.5187, 19.8813];5.87418;[5.87019, 5.87817];51095;[51058.4, 51131.6];30.1;[29.864, 30.336];7.31694;[7.29332, 7.34057];10.615;[10.5826, 10.6475];13807.4;[13754, 13860.7];0.0276195;[0.0275122, 0.0277268];
1.53431;11.0159;[10.9531, 11.0787];0.921431;[0.921193, 0.92167];11.9373;[11.8742, 12.0004];11.9651;[11.8973, 12.033];0.920654;[0.920462, 0.920845];12.966;[12.8981, 13.0338];0;8.3732;[8.32916, 8.41723];0.613407;[0.613191, 0.613623];8.9866;[8.94235, 9.03086];13.6468;[13.576, 13.7175];0.613547;[0.61343, 0.613664];14.6465;[14.5757, 14.7174];0;11.4496;[11.4427, 11.4564];0.642201;[0.641986, 0.642416];19.3891;[19.2823, 19.4959];12.6376;[12.5686, 12.7066];13.638;[13.569, 13.707];1.60816e+06;[1.50596e+06, 1.71036e+06];5.4;[5.24657, 5.55343];4.22213;[4.21957, 4.2247];47360.2;[47334, 47386.4];19.15;[19.0139, 19.2861];6.05361;[6.04959, 6.05764];49565.9;[49531.6, 49600.2];30.9;[30.5536, 31.2464];8.42736;[8.3876, 8.46713];12.2943;[12.2385, 12.3501];11883.8;[11840.4, 11927.2];0.0237207;[0.0236238, 0.0238176];
1.55081;13.1867;[13.1014, 13.272];0.929864;[0.929644, 0.930084];14.1166;[14.0311, 14.2021];14.1789;[14.088, 14.2698];0.929999;[0.929779, 0.93022];15.1788;[15.0879, 15.2696];0;9.8557;[9.79612, 9.91527];0.6202;[0.619952, 0.620448];10.4759;[10.4161, 10.5357];15.888;[15.7944, 15.9816];0.620278;[0.620105, 0.62045];16.8879;[16.7942, 16.9816];0;11.2237;[11.2158, 11.2317];0.649258;[0.64901, 0.649506];23.0424;[22.8976, 23.1872];14.8627;[14.7707, 14.9547];15.8626;[15.7706, 15.9546];1.62534e+06;[1.52209e+06, 1.72858e+06];5.5;[5.36285, 5.63715];4.32406;[4.32088, 4.32724];46266.6;[46237.5, 46295.7];19.05;[18.913, 19.187];6.2308;[6.22617, 6.23543];48141.3;[48103, 48179.6];32.2;[31.8506, 32.5494];9.88386;[9.82722, 9.9405];14.4836;[14.403, 14.5641];10012.4;[9958.61, 10066.2];0.0199812;[0.0198692, 0.0200933];
1.56731;16.3145;[16.1958, 16.4332];0.940396;[0.940177, 0.940615];17.2549;[17.1359, 17.3738];17.3525;[17.227, 17.478];0.940155;[0.939987, 0.940323];18.3527;[18.2272, 18.4783];0;11.9571;[11.8764, 12.0378];0.627226;[0.62704, 0.627412];12.5843;[12.5034, 12.6653];19.0669;[18.94, 19.1938];0.627082;[0.626953, 0.627211];20.0671;[19.9401, 20.1942];0;10.9884;[10.9823, 10.9944];0.656613;[0.656425, 0.656802];28.2716;[28.0722, 28.471];18.0385;[17.9124, 18.1645];19.0387;[18.9126, 19.1648];1.64608e+06;[1.54154e+06, 1.75062e+06];5.25;[5.0947, 5.4053];4.4379;[4.43529, 4.44051];45080.7;[45057, 45104.3];19.4;[19.2389, 19.5611];6.43849;[6.43429, 6.44269];46587.1;[46555.6, 46618.6];32.3;[31.8981, 32.7019];11.982;[11.9061, 12.058];17.673;[17.561, 17.7849];8083.65;[8041.16, 8126.14];0.0161808;[0.0160948, 0.0162668];
1.58381;20.7955;[20.5459, 21.0451];0.950353;[0.950118, 0.950588];21.7459;[21.496, 21.9957];21.88;[21.6172, 22.1429];0.950451;[0.950264, 0.950638];22.8799;[22.617, 23.1429];0;14.9756;[14.8029, 15.1483];0.633347;[0.633062, 0.633632];15.6089;[15.436, 15.7819];23.65;[23.3816, 23.9184];0.633127;[0.632976, 0.633278];24.6503;[24.3818, 24.9189];0;10.7825;[10.7734, 10.7917];0.663046;[0.66276, 0.663331];35.7711;[35.3488, 36.1933];22.5877;[22.3225, 22.8529];23.5878;[23.3225, 23.853];1.66284e+06;[1.55718e+06, 1.76851e+06];5.25;[5.125, 5.375];4.53656;[4.53284, 4.54027];44066.8;[44034.9, 44098.8];18.65;[18.57, 18.73];6.62879;[6.62275, 6.63482];45274.5;[45231.4, 45317.6];31.1;[30.8884, 31.3116];14.966;[14.7986, 15.1334];22.1631;[21.9216, 22.4047];6434.2;[6378.09, 6490.31];0.0128513;[0.0127418, 0.0129608];
1.60031;30.0129;[29.7025, 30.3233];0.960685;[0.960479, 0.96089];30.9736;[30.663, 31.2842];31.2555;[30.9329, 31.5781];0.960226;[0.960058, 0.960393];32.256;[31.9333, 32.5786];0;21.1479;[20.9395, 21.3563];0.640838;[0.640669, 0.641008];21.7887;[21.5802, 21.9973];33.0384;[32.7128, 33.3639];0.640105;[0.639963, 0.640246];34.0395;[33.7139, 34.3651];0;10.5325;[10.527, 10.538];0.67086;[0.670688, 0.671031];51.1608;[50.6421, 51.6795];31.9686;[31.6449, 32.2923];32.9694;[32.6456, 33.2931];1.68231e+06;[1.57544e+06, 1.78918e+06];5.2;[5.06241, 5.33759];4.65807;[4.65533, 4.6608];42935.1;[42912.5, 42957.6];19.2;[19.0539, 19.3461];6.85399;[6.84991, 6.85807];43772.4;[43745.3, 43799.6];31.65;[31.4156, 31.8844];21.0828;[20.8824, 21.2833];31.3724;[31.0777, 31.667];4628.45;[4592.16, 4664.74];0.00926528;[0.00919111, 0.00933945];
1.6168;41.7525;[41.1678, 42.3373];0.969149;[0.968908, 0.96939];42.7217;[42.1367, 43.3067];43.0688;[42.4699, 43.6676];0.969324;[0.969154, 0.969494];44.0686;[43.4697, 44.6675];0;29.0057;[28.615, 29.3964];0.646327;[0.646107, 0.646546];29.652;[29.2611, 30.0429];44.8588;[44.2588, 45.4588];0.646529;[0.646398, 0.646661];45.8585;[45.2584, 46.4586];0;10.3484;[10.3412, 10.3555];0.676613;[0.67639, 0.676836];70.7582;[69.7828, 71.7336];43.785;[43.1857, 44.3842];44.7847;[44.1854, 45.3841];1.6966e+06;[1.58877e+06, 1.80444e+06];5.4;[5.23149, 5.56851];4.7555;[4.7522, 4.7588];42069.8;[42041.8, 42097.9];18.6;[18.4633, 18.7367];7.03366;[7.02791, 7.03941];42645.7;[42610.4, 42681];32.9;[32.6194, 33.1806];28.9677;[28.5826, 29.3528];43.2599;[42.6837, 43.8362];3208.55;[3160.96, 3256.14];0.00641867;[0.00632138, 0.00651596];
1.6333;89.3194;[87.0035, 91.6353];0.980064;[0.979794, 0.980333];90.2994;[87.9833, 92.6156];91.1583;[88.7957, 93.521];0.979788;[0.979594, 0.979981];92.1586;[89.796, 94.5212];0;60.723;[59.172, 62.274];0.653923;[0.653752, 0.654094];61.3769;[59.8258, 62.9281];92.9348;[90.5697, 95.3];0.653299;[0.653169, 0.653428];93.9358;[91.5706, 96.301];0;10.0944;[10.0889, 10.0998];0.68455;[0.68438, 0.684721];150.042;[146.176, 153.909];91.869;[89.5053, 94.2326];92.8695;[90.5059, 95.2332];1.71573e+06;[1.60665e+06, 1.82481e+06];5.15;[4.99706, 5.30294];4.88755;[4.88501, 4.8901];40924.7;[40905.9, 40943.4];18.8;[18.6921, 18.9079];7.28408;[7.27988, 7.28828];41183.4;[41159.2, 41207.7];32.3;[31.9786, 32.6214];60.728;[59.1933, 62.2627];90.9967;[88.7106, 93.2829];1427.6;[1396.03, 1459.17];0.00284139;[0.00277786, 0.00290492];
1.63495;92.8794;[90.5526, 95.2061];0.980436;[0.980221, 0.980652];93.8598;[91.5328, 96.1868];94.6788;[92.3048, 97.0529];0.981051;[0.980873, 0.981229];95.6782;[93.3041, 98.0522];0;63.0556;[61.4955, 64.6158];0.654107;[0.653864, 0.654349];63.7097;[62.1493, 65.2701];96.4373;[94.0569, 98.8176];0.653769;[0.653654, 0.653884];97.4378;[95.0573, 99.8183];0;10.0882;[10.0805, 10.0958];0.684745;[0.684506, 0.684985];155.935;[152.048, 159.822];95.382;[93.0055, 97.7586];96.3819;[94.0052, 98.7585];1.71564e+06;[1.6066e+06, 1.82467e+06];5.25;[5.08707, 5.41293];4.89076;[4.88755, 4.89397];40884.1;[40860.7, 40907.4];19.3;[19.1478, 19.4522];7.29401;[7.2888, 7.29921];41137.6;[41107, 41168.2];32.65;[32.3751, 32.9249];63.088;[61.5319, 64.644];94.5892;[92.2722, 96.9061];1378.7;[1341.2, 1416.2];0.0027594;[0.00268543, 0.00283337];
1.6366;101.169;[98.1907, 104.147];0.981253;[0.980959, 0.981547];102.15;[99.1717, 105.128];103.088;[100.055, 106.121];0.981381;[0.981196, 0.981566];104.088;[101.055, 107.121];0;68.6629;[66.6688, 70.6569];0.654783;[0.654596, 0.65497];69.3177;[67.3234, 71.3119];104.903;[101.862, 107.945];0.654453;[0.654295, 0.654611];105.904;[102.863, 108.945];0;10.0657;[10.0598, 10.0716];0.685447;[0.685264, 0.685631];169.832;[164.86, 174.803];103.814;[100.778, 106.85];104.814;[101.778, 107.851];1.72117e+06;[1.61191e+06, 1.83044e+06];5.3;[5.13257, 5.46743];4.90424;[4.90164, 4.90685];40788.6;[40772.2, 40805];19.55;[19.3515, 19.7485];7.31379;[7.31018, 7.3174];41013.8;[40991.3, 41036.3];32.8;[32.4612, 33.1388];68.7255;[66.7378, 70.7132];102.954;[99.9902, 105.917];1227;[1195.21, 1258.79];0.00243677;[0.0023729, 0.00250063];
1.63825;109.454;[105.507, 113.4];0.981779;[0.981483, 0.982075];110.436;[106.489, 114.382];111.371;[107.373, 115.37];0.982518;[0.982293, 0.982743];112.371;[108.372, 116.369];0;74.0341;[71.4156, 76.6526];0.65431;[0.654113, 0.654507];74.6884;[72.0697, 77.3071];113.093;[109.103, 117.082];0.654505;[0.654396, 0.654613];114.093;[110.103, 118.082];0;10.0803;[10.074, 10.0866];0.684991;[0.684792, 0.685189];183.488;[176.923, 190.053];112.06;[108.065, 116.054];113.059;[109.064, 117.054];1.71922e+06;[1.60994e+06, 1.8285e+06];5.4;[5.24657, 5.55343];4.89834;[4.89569, 4.90099];40811.1;[40790.5, 40831.7];19.45;[19.2812, 19.6188];7.31169;[7.30681, 7.31656];41043.5;[41016.8, 41070.2];32.95;[32.6859, 33.2141];74.055;[71.4486, 76.6613];111.128;[107.196, 115.06];1248.5;[1213.66, 1283.34];0.00248647;[0.00241934, 0.0025536];
1.6399;201.02;[180.299, 221.741];0.983574;[0.983256, 0.983893];202.003;[181.282, 222.724];204.35;[183.277, 225.424];0.983685;[0.983486, 0.983883];205.35;[184.276, 226.424];0;135.485;[121.584, 149.386];0.656229;[0.655968, 0.656489];136.141;[122.24, 150.042];206.193;[185.127, 227.26];0.655978;[0.65581, 0.656145];207.194;[186.127, 228.26];0;10.0171;[10.0087, 10.0255];0.686965;[0.686704, 0.687227];336.504;[301.882, 371.126];205.088;[184.017, 226.159];206.088;[185.017, 227.159];1.72218e+06;[1.61269e+06, 1.83166e+06];4.85;[4.69314, 5.00686];4.93027;[4.92608, 4.93445];40573.8;[40544, 40603.6];19.4;[19.2315, 19.5685];7.36526;[7.35887, 7.37165];40728.8;[40691.2, 40766.5];33.55;[33.2434, 33.8566];135.639;[121.714, 149.565];202.992;[182.221, 223.762];868.45;[821.447, 915.453];0.00177515;[0.00167847, 0.00187183];
1.64155;154.896;[147.983, 161.808];0.984238;[0.984049, 0.984428];155.88;[148.967, 162.793];157.316;[150.303, 164.329];0.984559;[0.984391, 0.984727];158.316;[151.303, 165.329];0;104.372;[99.7527, 108.991];0.656447;[0.656212, 0.656682];105.028;[100.409, 109.648];158.927;[151.921, 165.933];0.656421;[0.656268, 0.656575];159.927;[152.921, 166.933];0;10.0095;[10.002, 10.017];0.687204;[0.68697, 0.687439];259.267;[247.736, 270.799];157.961;[150.95, 164.971];158.96;[151.95, 165.971];1.72347e+06;[1.61388e+06, 1.83305e+06];5.15;[4.99706, 5.30294];4.93472;[4.93121, 4.93822];40532;[40505.6, 40558.4];19.45;[19.2425, 19.6575];7.37622;[7.37061, 7.38183];40671.2;[40639, 40703.5];33.05;[32.7187, 33.3813];104.43;[99.8045, 109.055];156.755;[149.828, 163.682];817.5;[782.664, 852.336];0.00162572;[0.00155678, 0.00169466];
1.6432;194.922;[185.721, 204.123];0.985888;[0.985652, 0.986124];195.907;[186.706, 205.109];197.681;[188.362, 207.001];0.985812;[0.985633, 0.985992];198.681;[189.362, 208.001];0;131.043;[124.895, 137.191];0.656939;[0.656739, 0.657138];131.7;[125.552, 137.848];199.339;[190.012, 208.665];0.657101;[0.656961, 0.657241];200.338;[191.012, 209.665];0;9.99208;[9.98564, 9.99852];0.687748;[0.687546, 0.687949];325.965;[310.616, 341.314];198.344;[189.022, 207.666];199.344;[190.022, 208.666];1.72549e+06;[1.61589e+06, 1.83508e+06];5.45;[5.27418, 5.62582];4.94699;[4.94384, 4.95015];40423.1;[40400.3, 40445.9];19.75;[19.5356, 19.9644];7.40088;[7.39585, 7.40591];40537.3;[40508.6, 40566];32.05;[31.8311, 32.2689];131.198;[125.035, 137.36];196.97;[187.742, 206.197];653.75;[618.01, 689.49];0.00129996;[0.00122916, 0.00137075];
1.64485;504.588;[448.537, 560.638];0.987464;[0.987123, 0.987805];505.575;[449.524, 561.626];511.399;[454.549, 568.248];0.987042;[0.986838, 0.987247];512.399;[455.549, 569.249];0;337.906;[300.445, 375.368];0.658208;[0.657962, 0.658454];338.564;[301.103, 376.026];512.983;[456.163, 569.802];0.658032;[0.657864, 0.658199];513.983;[457.163, 570.802];0;9.94988;[9.94216, 9.95761];0.689066;[0.688825, 0.689307];842.494;[748.982, 936.006];512.032;[455.195, 568.87];513.032;[456.195, 569.87];1.72706e+06;[1.61735e+06, 1.83677e+06];5.3;[5.14776, 5.45224];4.96683;[4.96326, 4.9704];40265.8;[40242, 40289.6];19.25;[19.0908, 19.4092];7.43718;[7.43191, 7.44244];40336.9;[40306.1, 40367.7];33.1;[32.8589, 33.3411];338.298;[300.791, 375.805];507.093;[450.955, 563.231];399.35;[359.869, 438.831];0.000771506;[0.000695233, 0.00084778];
1.6465;430.467;[395.336, 465.597];0.989206;[0.988978, 0.989434];431.456;[396.325, 466.587];435.469;[399.955, 470.983];0.988077;[0.987884, 0.98827];436.47;[400.956, 471.984];0;287.9;[264.465, 311.335];0.658511;[0.658363, 0.658659];288.559;[265.124, 311.994];437.068;[401.538, 472.598];0.658208;[0.65807, 0.658346];438.068;[402.538, 473.599];0;9.93844;[9.93369, 9.94319];0.689424;[0.689275, 0.689572];718.367;[659.802, 776.933];436.108;[400.587, 471.629];437.109;[401.588, 472.63];1.72987e+06;[1.61994e+06, 1.83979e+06];5.5;[5.36285, 5.63715];4.97694;[4.97423, 4.97964];40166.1;[40148, 40184.1];19;[18.8607, 19.1393];7.46178;[7.45765, 7.4659];40216.7;[40194, 40239.3];32.85;[32.5498, 33.1502];288.382;[264.92, 311.845];433.191;[398.005, 468.377];272.7;[245.888, 299.512];0.000551775;[0.000497657, 0.000605892];
